source_id,source_name,author,title,description,url,urlToImage,publishedAt,content,summary,tags
time,Time,Alejandro de la Garza,The IRA is Spurring Fossil Fuel Companies to Monitor Methane Leaks from Space,A company is launching methane-tracking satellites into space. New methane fines helped get some fossil fuel companies on board.,https://time.com/6272091/methane-leak-satellites/,https://api.time.com/wp-content/uploads/2023/04/earth-ghost-south-america-e1681488983510.jpg?quality=85&w=1200&h=628&crop=1,2023-04-14T16:18:34Z,"At Vandenberg Space Force Base in California, a SpaceX rocket loaded with dozens of satellites from companies and governments is preparing to blast off. Among that cargo are two satellites from start… [+3380 chars]","One of the uses for those cameras, the company says, will be to help fossil fuel companies curb emissions of methane, one of the most powerful greenhouse gasses, from leaking wells and natural gas pipelines.
It’s not the first satellite system designed to monitor methane emissions.
Still, those looming fines had a role in spurring some fossil fuel companies to pay OSK to monitor their infrastructure, says Dan Katz, the company’s CEO.
OSK’s hyperspectral imaging, which detects light wavelengths beyond the visual range for humans, allows its satellites to spot the unique visual signature of methane gas in the atmosphere.
Katz says the technology can be used by non-fossil fuel companies to monitor their emissions further up the supply chain as well.","['space', 'ira', 'methane', 'monitor', 'spurs', 'osk', 'emissions', 'track', 'fossil', 'natural', 'fuel', 'firms', 'instance', 'gas', 'companies']"
,Thefp.com,Adam Popescu,Your iPhone Was Built with Child Labor,"‘Rarely in history has the practice of preying on the weak been so severe, generated such profit, and touched the lives of so many.’",https://www.thefp.com/p/your-iphone-was-built-with-child,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fa310ac48-9c7e-4922-bf36-5cf34baf2e13_1024x683.jpeg",2023-04-14T01:16:15Z,"Artisanal miners in the Congo carry sacks of cobalt ore, a vital element in the making of smartphones and EV batteries. (Junior Kannah via Getty Images)
Rarely in history has the practice of preying… [+10128 chars]","The open secret, I learned, is that mining relies on child labor.
Kara and I spoke recently in Los Angeles to discuss child labor, sustainability and its discontents, and forging relationships with some unsavory characters in the pursuit of a story that must be told.
And if it’s impossible to say they don’t have Congolese cobalt, it’s impossible to say they don’t have cobalt that’s not been tainted by child labor, forced labor, environmental destruction, public health catastrophes from mining pollution.
There are laws on the books in the U.S. that prohibit the import of goods through forced labor and child labor.
I’ve been doing research on slavery and child labor since 2000.","['cobalt', 'mining', 'artisanal', 'labor', 'child', 'congo', 'thats', 'theres', 'companies', 'built', 'dont', 'iphone']"
,Motley Fool,newsfeedback@fool.com (Keith Speights),Better AI Stock: Amazon or Nvidia?,Both of these tech specialists should be big winners in the AI boom.,https://www.fool.com/investing/2023/04/14/better-ai-stock-amazon-or-nvidia/,https://g.foolcdn.com/editorial/images/727514/artificial-intelligence-investing-algorithms.jpg,2023-04-14T09:50:00Z,"In the 1990s, seemingly any company with a link to the internet saw its share price soar. A similar (although less exuberant) phenomenon appears to be underway now. The difference this time is that t… [+3871 chars]","But which of these will be the better AI stock over the long run?
The company's AI solutions feature data analytics, generative AI, speech AI, self-driving car technology, and more.
In a real sense, AI could help make AI better with cuLitho.
Better AI stock?
Because of this, I see it as the better AI stock over the long term.","['amazon', 'stock', 'growth', 'ai', 'nvidia', 'better', 'services', 'nvidias', 'cloud', 'aws', 'share']"
,Motley Fool,newsfeedback@fool.com (Nicholas Rossolillo),Apple PC Shipments Plummet In 2023 -- Time to Sell the Stock?,The tech giant is finally showing signs of stress as the personal computing downturn drags on.,https://www.fool.com/investing/2023/04/15/apple-pc-shipments-plummet-2023-time-sell-stock/,https://g.foolcdn.com/editorial/images/728113/laptop-tablet-work-from-home.jpg,2023-04-15T11:40:00Z,The tech industry has been working through a glut of PC (personal computer) and smartphone inventories since the second half of 2022. Following a massive upgrade cycle fueled by the work-from-home mo… [+4297 chars],"According to data from tech research firm IDC, global PC shipments in first-quarter 2023 fell a whopping 29% year over year to 56.9 million.
This isn't just a dip below COVID-era highs (80.2 million global PC shipments in Q1 2022, and over 90 million global shipments during the fourth-quarter holiday shopping frenzy of 2021 and 2020).
The research company's preliminary estimate is that Q1 2023 Apple Mac shipments plunged 40% year over year to just 4.1 million units.
Don't panic just yetThere's a caveat to Apple's PC shipments plunging far more than its peers, though.
Apple's market share of Q1 2023 PC shipments was 7.2%.","['pc', 'q1', 'sell', 'shipments', 'plummet', 'market', 'stock', 'global', '2023', 'million', 'apple', '2022', 'share']"
,Ritholtz.com,Barry Ritholtz,10 Friday AM Reads,My end-of-week morning train WFH reads: • What Happened When the IRS Got Audited: Obsolete software. Archaic code. Tech so old it makes the typical member of Congress look young. The IRS has an IT problem. (Wall Street Journal) • A beginner’s guide to account…,https://ritholtz.com/2023/04/10-friday-am-reads-403/,https://ritholtz.com/wp-content/uploads/2023/04/supercoreinflation.png,2023-04-14T10:55:00Z,"What Happened When the IRS Got Audited: Obsolete software. Archaic code. Tech so old it makes the typical member of Congress look young. The IRS has an IT problem. (Wall Street Journal)
A beginners … [+3468 chars]","My end-of-week morning train WFH reads:• What Happened When the IRS Got Audited: Obsolete software.
If we’re running a business and want to boost our top line, all we have to do is phone a friend.
(New York Times)• The End of the Music Business: A century of recorded music has culminated in the infinite archive of streaming platforms.
(The Nation) see also Did the Music Business Just Kill the Vinyl Revival?
(New York Times)• The Ringer’s Streaming Guide: Who’s winning the Streaming Wars?","['times', 'business', 'sure', 'york', 'music', 'reads', 'blast', 'streaming', 'trying', 'trump', 'vinyl']"
,Techdirt,Mike Masnick,Substack CEO Chris Best Doesn’t Realize He’s Just Become The Nazi Bar,"I get it. I totally get it. Every tech dude comes along and has this thought: “hey, we’ll be the free speech social media site. We won’t do any moderation beyond what’s required.” Even Twitter initially thought this. But then everyone discovers reality. Some …",https://www.techdirt.com/2023/04/14/substack-ceo-chris-best-doesnt-realize-hes-just-become-the-nazi-bar/,https://www.techdirt.com/wp-content/themes/techdirt/assets/images/td-rect-logo-white.png,2023-04-14T17:47:20Z,"from the just-fucking-own-it dept
I get it. I totally get it. Every tech dude comes along and has this thought: hey, well be the free speech social media site. We wont do any moderation beyond whats… [+16293 chars]","Substack CEO Chris Best Doesn’t Realize He’s Just Become The Nazi Barfrom the just-fucking-own-it deptI get it.
Best had to know that content moderation questions were coming, but seemed not just unprepared for them, but completely out of his depth.
I don’t think that that’s a question of whether some particular objection or belief is right or wrong.
Chris Best wants to pretend that Substack isn’t the Nazi bar, while he’s eagerly making it clear that it is.
Filed Under: chris best, content moderation, free speech, nazi bar, nilay patel, private propertyCompanies: substack","['moderation', 'substack', 'nazi', 'best', 'bar', 'service', 'chris', 'think', 'ceo', 'speech', 'hes', 'thing', 'content', 'im', 'doesnt', 'dont', 'youre', 'realize']"
,The Guardian,Moira Donegan,They helped their friend get an abortion. Now a bitter ex-husband is suing them | Moira Donegan,"Marcus Silva’s lawsuit is a metaphor for the creepy, stupid and cruel nature of the anti-choice movementIt wasn’t initially clear how Marcus Silva, a Texas man, even knew about his ex-wife’s abortion. Last month, just weeks after the divorce his wife had file…",https://www.theguardian.com/commentisfree/2023/apr/15/texas-abortion-bounty-hunter-law-friends-sued,https://i.guim.co.uk/img/media/07335069c6181e09d223661efb7ccf4fc8c08f58/0_0_3000_1801/master/3000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&enable=upscale&s=7993f235830ed2c7adeffe02ae6fe2ef,2023-04-15T09:14:37Z,"It wasnt initially clear how Marcus Silva, a Texas man, even knew about his ex-wifes abortion. Last month, just weeks after the divorce his wife had filed for was finalized, Silva filed a wrongful de… [+6882 chars]","In it, the women can be seen working together to help their friend end her pregnancy and extricate herself from Silva.
In the group chat, the women delegate tasks, each taking on the responsibility to look for abortion providers or financial assistance.
But perhaps the anti-choice movement has never had so perfect an avatar as Marcus Silva.
Silva’s lawsuit against his wife’s friends follows several trends that have long been advanced by the anti-choice movement.
For the anti-choice movement, that’s precisely the point.","['lawsuit', 'wifes', 'help', 'antichoice', 'control', 'suing', 'donegan', 'bitter', 'silva', 'helped', 'women', 'wife', 'moira', 'movement', 'abortion', 'exhusband', 'friend']"
,Motley Fool,newsfeedback@fool.com (Anders Bylund),2 Tech Stocks You Can Buy and Hold for the Next Decade,Unlock the secrets of two tech stocks with the potential to supercharge your portfolio for a decade.,https://www.fool.com/investing/2023/04/14/2-tech-stocks-to-buy-and-hold-for-the-next-decade/,https://g.foolcdn.com/editorial/images/728221/robot-hand-holds-golden-egg.jpg,2023-04-14T11:39:00Z,"In the world of ever-growing technology progress, investors are often on the hunt for the next big thing.
But what if I told you there were two firmly established tech titans that could have you gri… [+4537 chars]","But what if I told you there were two firmly established tech titans that could have you grinning like a Cheshire cat for the next decade?
I'm talking about Google parent Alphabet (GOOG 1.17%) (GOOGL 1.34%) and microchip manufacturer Taiwan Semiconductor Manufacturing Company (TSM 0.17%).
So let's dive in and find out why these two stocks are perfect for at least a decade's worth of buy-and-hold investing.
The global semiconductor market is growing faster than bamboo, especially now that the entire tech sector is coming back from a couple of years facing a worldwide shortage of manufacturing capacity.
Two tech titans for a decade of wealth-building delightWrapping up, Alphabet and Taiwan Semiconductor Manufacturing Company form a fantastic duo of tech stocks that should keep investors smiling for the next ten years.","['buy', 'tsmc', 'manufacturing', 'hold', 'business', 'decade', 'global', 'sales', 'company', 'tech', 'semiconductor', 'alphabet', 'stocks', 'digital']"
,San Francisco Chronicle,,San Francisco Haters Go Suspiciously Silent After Bob Lee Murder Arrest...,"The high-profile killing of tech executive Bob Lee last week sent San Francisco’s reputation spiraling down around the world. Big-name industry leaders, celebrities and conservative politicians took to the internet and the airwaves to decry a city beset by la…",https://www.sfchronicle.com/bayarea/article/arrest-in-bob-lee-killing-17895491.php,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA19vxU3.img?h=630&w=1200&m=6&q=60&o=t&l=f&f=jpg&x=593&y=305,2023-04-14T16:49:38Z,"The high-profile killing of tech executive Bob Lee last week sent San Franciscos reputation spiraling down around the world. Big-name industry leaders, celebrities and conservative politicians took t… [+8212 chars]","The killing, and the discussion it provoked, points to challenges for San Francisco.
This demonstrated, they said, that people in San Francisco were too fearful of danger on the street to assist a dying man.
“This is a major city,” Breed said.
Since the pandemic began, homicides have ticked up in San Francisco and the rest of the Bay Area, mirroring a national trend.
There were 56 homicides in San Francisco in both 2022 and 2021, 48 in 2020 and 41 in 2019.","['lee', 'francisco', 'crime', 'bob', 'order', 'rate', 'leaders', 'help', 'violent', 'push', 'major', 'narrative', 'flawed', 'city', 'public', 'san', 'homicides', 'killing']"
,Motley Fool,newsfeedback@fool.com (Dani Cook),3 Top Tech Stocks to Buy Right Now,These companies are leading the way in AI development through their powerful hardware.,https://www.fool.com/investing/2023/04/14/3-top-tech-stocks-to-buy-right-now/,https://g.foolcdn.com/editorial/images/727951/artificial-intelligence-investing-algorithms.jpg,2023-04-14T10:25:00Z,"It's never a bad idea to start investing in tech stocks as the industry is in a near-constant state of innovation, offering consistent gains over the long term. Tech covers a wide range of industries… [+4216 chars]","Here are three top tech stocks to buy right now and excellent ways to invest in the future of AI at three different price points.
Nvidia remains a top tech stock and will likely offer investors substantial gains in the coming years, thanks to AI.
Alongside the development of AI, AMD is a top tech stock likely to soar over the long term.
With a price-to-earnings ratio of 16, Intel is by far the best-value tech stock on this list.
Macroeconomic headwinds have hit its business hard in recent years, but the company continues to have a positive long-term outlook, making Intel an attractive tech stock right now.","['buy', 'amd', 'stock', 'ai', 'intel', 'nvidia', 'company', 'right', 'tech', 'development', 'cloud', 'stocks', 'making']"
,Motley Fool,newsfeedback@fool.com (Jeff Santoro),3 Top Tech Stocks to Buy During a,"Great businesses can survive, and even thrive, in tough economic times.",https://www.fool.com/investing/2023/04/15/3-top-tech-stocks-to-buy-during-a-recession/,https://g.foolcdn.com/editorial/images/728264/person-working-in-tech.jpg,2023-04-15T09:30:00Z,"There's been talk about a possible recession for months, but the truth is that nobody really knows if there will be one. And while there's not much that individual investors can do about macroeconomi… [+4223 chars]","There's been talk about a possible recession for months, but the truth is that nobody really knows if there will be one.
For various reasons, CrowdStrike (CRWD -0.24%), Alphabet (GOOG 1.17%) (GOOGL 1.34%), and ASML (ASML 0.12%) are three companies with qualities that may help them hold up better than most during a recession.
A potential recession may result in companies tightening their belts, but it's almost impossible to imagine cuts to cybersecurity.
Smaller and lesser capitalized companies could struggle during a recession, making them prime acquisition targets for large, cash-rich companies like Alphabet.
Even if there is a recession and orders slow, ASML will still be building, shipping, and collecting revenue from its machines.","['buy', '2022', 'asml', 'cash', 'recession', 'company', '2023', 'tech', 'revenue', 'billion', 'companies', 'alphabet', 'stocks']"
,Motley Fool,newsfeedback@fool.com (Will Healy),3 Supercharged Tech Stocks to Buy Without Any Hesitation,Some of the fallen pandemic growth stocks will likely make a comeback.,https://www.fool.com/investing/2023/04/14/3-supercharged-tech-stocks-buy-without-hesitation/,https://g.foolcdn.com/editorial/images/727930/using-a-tablet-with-her-dog.jpg,2023-04-14T12:48:00Z,"The tech sector often leads investors to stocks that could experience outsize price increases over time. Stocks like Amazon and Netflix are excellent examples of such growth.
Indeed, that reversed b… [+4883 chars]","The tech sector often leads investors to stocks that could experience outsize price increases over time.
At one point, it had lost more than 85% of its value as investors turned on tech stocks.
In fact, Shopify stock has now doubled from its lows as investors sense more opportunity in the company.
Such competition appears daunting when Zoom's $20 billion market cap is less than 1% the size of Microsoft's market cap, which now exceeds $2.1 trillion.
This low valuation increases the likelihood that Zoom stock will zoom again if its massive growth returns.","['buy', 'investors', 'market', 'growth', 'stock', 'increases', 'tech', 'zoom', 'billion', 'shopify', 'supercharged', 'hesitation', '2022', 'stocks']"
,Motley Fool,newsfeedback@fool.com (Dani Cook),2 Hypergrowth Tech Stocks to Buy in 2023 and Beyond,These companies are likely to offer monster growth over the long term.,https://www.fool.com/investing/2023/04/14/2-hypergrowth-tech-stocks-to-buy-in-2023-and-beyon/,https://g.foolcdn.com/editorial/images/727954/using-a-tablet-with-a-dog.jpg,2023-04-14T09:04:00Z,"There are some stocks you can buy with almost a guarantee that they'll pay off over the long term, thanks to their history of impressive growth. The tech industry is filled with compelling options, t… [+3693 chars]","Apple (AAPL -0.21%) and Advanced Micro Devices (AMD -0.37%) are two attractive tech stocks.
Apple dominates in consumer tech and digital services, while AMD is at the forefront of rapidly increasing demand for chips.
Here are two hypergrowth tech stocks to buy in 2023 and beyond.
Recent advances in AI boosted many cloud services, with AMD in a prime position to profit from their development.
Along with its history of hypergrowth, this tech stock is a screaming buy in 2023 and beyond.","['buy', 'amd', 'growth', 'stock', '2023', 'services', 'revenue', 'tech', 'apple', 'cloud', 'hypergrowth', '2022', 'stocks']"
,Motley Fool,newsfeedback@fool.com (Demitri Kalogeropoulos),2 Dividend-Paying Tech Stocks to Buy in April,These stocks offer a balance between growth potential and current income.,https://www.fool.com/investing/2023/04/14/2-dividend-paying-tech-stocks-to-buy-in-april/,https://g.foolcdn.com/editorial/images/727969/checking-her-heart-rate-on-a-smart-watch.jpg,2023-04-14T09:35:00Z,"If you pick the right ones, dividend tech stocks can offer a powerful combination of growth and income. Held over long time periods, these investments can compound quickly, especially if you choose t… [+3008 chars]","If you pick the right ones, dividend tech stocks can offer a powerful combination of growth and income.
Read on for some good reasons to buy Microsoft (MSFT -1.28%) and Garmin (GRMN -0.59%) stocks.
MicrosoftInvestors shouldn't let slowing tech spending keep them away from Microsoft stock.
Tech investors seeking diversity will struggle to find a company that has a wider spread of exposure across areas like enterprise software, artificial intelligence, video games, and hardware.
Yet both dividend stocks should deliver solid long-term returns for patient shareholders.","['buy', 'dividend', 'investors', 'growth', 'stock', 'sales', 'company', 'tech', 'right', 'dividendpaying', 'microsoft', 'stocks']"
,Motley Fool,newsfeedback@fool.com (Timothy Green),2 Old-School Tech Stocks to Buy Now,"IBM and Intel aren't exciting, but they're great long-term buys.",https://www.fool.com/investing/2023/04/15/2-old-school-tech-stocks-to-buy-now/,https://g.foolcdn.com/editorial/images/728205/vintage-retro-early-1980s-computer-old-technology-tv.jpg,2023-04-15T10:25:00Z,The hottest tech stocks of the pandemic era have largely turned into the biggest losers of the post-pandemic period. Some of the companies that saw their shares plummet have meaningful competitive ad… [+4972 chars],"The hottest tech stocks of the pandemic era have largely turned into the biggest losers of the post-pandemic period.
Instead of taking big risks, one option is to stick to old-school tech stocks.
International Business MachinesCentury-old tech giant IBM has spent the past decade remaking itself for the era of cloud computing and artificial intelligence.
With the mega-acquisition of Red Hat in 2019, IBM's hybrid cloud platform is tough to beat.
IBM is betting that its hybrid cloud approach, mixing on-premises hardware with multiple cloud platforms, will appeal to these enterprise customers.","['buy', 'business', 'intel', 'oldschool', 'ibm', 'hybrid', 'chips', 'revenue', 'tech', 'billion', 'cloud', 'rapids', 'stocks']"
vice-news,Vice News,"Nicolette Accardi, Gregory Babcock, Hilary Pollack",I Tried the Echelon Stride-5s (and It's the Peloton of Treadmills),I hiked in California. I sprinted in Austria. The Echelon Stride-5s is more than a treadmill—it's a fitness passport.,https://www.vice.com/en/article/v7be7j/echelon-treadmill-review,https://video-images.vice.com/articles/6439c750e3e1da5de6da91f2/lede/1681508386552-echelon.png?image-resize-opts=Y3JvcD0xeHc6MXhoO2NlbnRlcixjZW50ZXImcmVzaXplPTEyMDA6KiZyZXNpemU9MTIwMDoq,2023-04-14T21:51:46Z,"As every runner knows, running outdoors is infinitely superior to hitting the gym. The nature, sunshine, motivation to beat other runners attempting to glide past you—it’s all invigorating. That said… [+6383 chars]","Say hola to the Echelon Stride-5s, a high-tech treadmill I recently had the pleasure of taking for a (literal) test run.
AdvertisementEchelon Stride-5s Smart Treadmill $ 2299.99 at Echelon Buy Now $ 2299.99 at Echelon Buy NowWhat’s the Echelon Stride-5s?
How does the Echelon Stride-5s work?
TL;DR: If you’re a somewhat serious runner looking to better your performance, the Echelon Stride-5s is for you.
The Echelon Stride-5s is available on Echelon’s website.","['treadmills', 'youll', 'tried', 'echelon', 'sign', 'peloton', 'speed', 'treadmill', 'stride5s', 'classes', 'features', 'workout']"
,TMZ,TMZ Staff,"Cash App Founder Bob Lee Killed After Argument Over Suspect's Sister, Prosecutors Say","The argument between Cash App founder Bob Lee and the man accused of stabbing him to death allegedly centered around the suspect's sister ... according to prosecutors. In court docs, obtained by TMZ, prosecutors say Lee and Tech start-up owner Nima…",https://www.tmz.com/2023/04/14/cash-app-founder-bob-lee-murdered-argument-suspect-sister-nima-momeni/,https://imagez.tmz.com/image/6c/16by9/2023/04/14/6c09163b596848079b4db7119e4c2dcf_xl.jpg,2023-04-14T20:47:55Z,"The argument between Cash App founder Bob Lee and the man accused of stabbing him to death allegedly centered around the suspect's sister ... according to prosecutors.
In court docs, obtained by TMZ… [+1057 chars]","The argument between Cash App founder Bob Lee and the man accused of stabbing him to death allegedly centered around the suspect's sister ... according to prosecutors.
In court docs, obtained by TMZ, prosecutors say Lee and Tech start-up owner Nima Momeni had a spat before the stabbing ... and a witness says it was about whether Momeni's sister, Khazar, was doing drugs or anything inappropriate.
Prosecutors say the witness claims Lee tried to talk Momeni down and reassure him about Khazar.
According to the docs, Bob left his apartment at 12:31 AM on April 4 ... and took an 8-minute walk to Khazar's apartment.
The docs say Khazar even texted Lee after the argument, making sure he was ok -- writing ""Nima came wayyyyyy down hard on you.""","['prosecutors', 'say', 'lee', 'suspects', 'sister', 'cash', 'bob', 'apartment', 'argument', 'stabbing', 'nima', 'founder', 'docs', 'killed', 'momeni', 'khazar', 'witness']"
hacker-news,Hacker News,,Atlas (YC W22) Is Hiring for a Demand Gen Manager (International),"Atlas is an all-in-one customer support platform that helps companies improve the quality of their customer support. We help support teams respond faster and more satisfactorily by bringing together customer communications, product events, and static informat…",https://www.ycombinator.com/companies/atlas-2/jobs/DREaPP6-senior-demand-generation-manager-global,https://bookface-images.s3.amazonaws.com/logos/b58e14160e5495f9ec89220a2d667064b1488468.png?1635402296,2023-04-14T01:00:06Z,Atlas is an all-in-one customer support platform that helps companies improve the quality of their customer support. We help support teams respond faster and more satisfactorily by bringing together … [+2551 chars],"Atlas is an all-in-one customer support platform that helps companies improve the quality of their customer support.
We help support teams respond faster and more satisfactorily by bringing together customer communications, product events, and static information into a single customer timeline view.
Our mission is to transform customer support from a cost center into an engine for product innovation.
Head of Growth, Notion, reddit), and Abhijeet Dwivedi (CEO, ZeroDown)We’re looking for an experienced, scrappy, driven demand gen marketer to help us 10x the top of our sales funnel.
You should be someone who moves quickly and is constantly finding ways to improve themself and the team they’re on.","['customer', 'outbound', 'atlas', 'generation', 'global', 'marketing', 'content', 'senior', 'support', 'team', 'manager', 'manage', 'demand', 'efforts']"
,Sfstandard.com,Annie Gaus,Salesforce Is Leaving a San Francisco Office Tower Bearing Its Name,"Salesforce listed 104,000 square feet at the 350 Mission St. tower bearing its name.",https://sfstandard.com/business/salesforce-looks-to-dump-its-remaining-office-space-at-salesforce-east/,https://sfstandard.com/wp-content/uploads/2022/03/GettyImages-1306411320-1110x690.jpg,2023-04-14T02:31:47Z,"Salesforce is ditching the last of its remaining office space at 350 Mission St., listing 104,051 square feet for sublease at the tower known as Salesforce East. 
The office space is spread across s… [+2270 chars]","Salesforce, one of San Francisco's largest private employers, has been steadily dumping office space since the onset of the pandemic.
As of Jan. 31, the company’s San Francisco headquarters included around 1.6 million square feet of leased and owned property, not including 800,000 square feet subleased in San Francisco and another 700,000 square feet available for sublease.
The latest analysis of the San Francisco market shows that Salesforce holds more sublease space than any other company in the city.
That restructuring included a 10% layoff that affected 752 employees at its San Francisco offices, according to a state filing.
The Salesforce East property reinforces the company's position as the largest sublessor of office space in San Francisco.","['leaving', 'bearing', 'space', 'francisco', 'office', 'tower', 'east', 'san', 'salesforce', 'square', 'feet', 'sublease', 'firm']"
,Freetech4teachers.com,noreply@blogger.com (Richard Byrne),Webinar - Blending Technology Into Outdoor Learning,"The last two days have been the first truly warm and sunny spring days of the year here in western Maine. While playing with our puppy and soaking up the sunshine yesterday afternoon I said to myself, ""self, it's time to host your technology and outdoor learn…",https://www.freetech4teachers.com/2023/04/webinar-blending-technology-into.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiiPufffhQX1mV2YTflFZIsOCEeMNIhFi_XYjRWY5dy4dlAeKCnoySMYL7gDtPnyF7ZX9c5f8pbn-dXwt-NaDO8DWSX9y8yA5wLdutzXCulRI5hZThtPg_lqUwHbXD4owPRWunJbBOILFFi2ikLMeXqG2xHsCwc2Op8Zq8WbSmfz3Kr6vGFAQkABxCSuw/w1200-h630-p-k-no-nu/Blending%20Technology%20Into%20Outdoor%20Learning%20(1).png,2023-04-14T13:30:00Z,The last two days have been the first truly warm and sunny spring days of the year here in western Maine. While playing with our puppy and soaking up the sunshine yesterday afternoon I said to myself… [+619 chars],,"['technology', 'outdoor', 'blending', 'learning']"
,Yahoo Entertainment,Bloomberg News,Xi Focuses on Tech Self-Reliance on Trip to Southern China,(Bloomberg) -- Chinese President Xi Jinping renewed his call for the world’s No. 2 economy to pursue self-reliance across a range of key industries during a ...,https://finance.yahoo.com/news/xi-focuses-tech-self-reliance-014616900.html,https://s.yimg.com/ny/api/res/1.2/oYX8vWlo0KJA3mu4LJs3uQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/bloomberg_technology_68/cb7c7aa6ae239a918f8a1bb2d9476476,2023-04-14T01:46:16Z,(Bloomberg) -- Chinese President Xi Jinping renewed his call for the worlds No. 2 economy to pursue self-reliance across a range of key industries during a trip this week to the southern province of … [+2985 chars],"(Bloomberg) -- Chinese President Xi Jinping renewed his call for the world’s No.
2 economy to pursue self-reliance across a range of key industries during a trip this week to the southern province of Guangdong that highlighted his top priorities as he embarks on his third term.
During his visit to the LG Display plant in Guangzhou, he emphasized that China remains open to foreign investors.
Xi said an “education campaign should firm up the ideals and convictions of party members and officials” in 2023.
Most Read from Bloomberg Businessweek©2023 Bloomberg L.P.","['economy', 'key', 'selfreliance', 'focuses', 'china', 'bloomberg', 'southern', 'xi', 'tech', 'chinese', 'party', 'trip', 'xis']"
,Motley Fool,newsfeedback@fool.com (Anthony Di Pizio),"Nasdaq Bear Market: 1 Growth Stock to Buy, and 1 to Sell","The tech sector is off to a strong start to 2023, but it isn't officially out of the woods just yet.",https://www.fool.com/investing/2023/04/14/nasdaq-bear-market-1-growth-stock-to-buy-1-to-sell/,https://g.foolcdn.com/editorial/images/727944/two-friends-taking-a-break-from-shopping-to-sit-at-a-table-smiling-while-checking-one-of-their-smartphones.jpg,2023-04-14T09:32:00Z,"For tech stock investors, 2023 has brought some welcome relief. The tech-focused Nasdaq-100 index is up about 19% year to date, and it has bounced by a total of 25% from its October 2022 low point. T… [+5251 chars]","For tech stock investors, 2023 has brought some welcome relief.
Many individual tech stocks remain down an even greater percentage.
With that in mind, here's one growth stock to buy, and one growth stock to sell (or avoid).
The stock to buy: FiservIf a blue-chip financial technology company existed, it would be Fiserv (FISV -0.11%).
The stock to sell: AffirmIf you've ever shopped online, you've likely come across many buy now, pay later (BNPL) options at the checkout.","['buy', 'sell', 'market', 'investors', 'customers', 'stock', 'growth', 'rates', 'stocks', 'million', 'company', 'nasdaq', 'technology', 'tech', 'bear', 'affirm']"
business-insider,Business Insider,Ethan Dodd,"CEOs like Jamie Dimon, Warren Buffett, and Elon Musk want the government to fight inequality and 'reignite the American dream'","These CEOs want the government to invest in American industry, ready students for the workforce, and get lower-income people more money.",https://www.businessinsider.com/jpmorgan-jamie-dimon-elon-musk-warren-buffett-inequality-american-dream-2023-4,https://i.insider.com/6438613df62706001942ec9b?width=1200&format=jpeg,2023-04-14T20:02:10Z,"Jamie Dimon, Chairman and CEO of JPMorgan Chase & Co., speaks at the Economic Club of Washington September 12, 2016 in Washington, DC. Dimon joined a discussion on the state of U.S., global and regio… [+7528 chars]","His proposals include investing in American industry, teaching students workplace skills, and expanding the Earned Income Tax Credit.
Forecasting ""storm clouds ahead,"" Dimon wants the government to drive economic growth by subsidizing industry, investing in the workforce, and reducing income inequality.
Following in Buffett's footsteps, Dimon said JPMorgan owes its business success to the ""extraordinary conditions our country creates"" for economic growth.
Akin to Musk, Dimon said he didn't want the government to micromanage industry, believing ""Adam Smith's invisible hand still prevails.""
He suggested expanding the Earned Income Tax Credit, a tax refund that allows lower-income working individuals and families to keep more of their earned income.","['war', 'musk', 'reignite', 'jamie', 'fight', 'dimon', 'inequality', 'ceos', 'tax', 'economic', 'growth', 'job', 'dream', 'income', 'warren', 'elon', 'policy', 'american']"
